"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Kastral, the Windcrested","blb","Near Mint","French","","","2024-08-28 17:42:19.617000","221","False","False"
"1","1","Lilysplash Mentor","blb","Near Mint","French","","","2024-08-28 18:30:04.823000","222","False","False"
"1","1","Longstalk Brawl","blb","Near Mint","French","","","2024-08-28 18:58:44.780000","182","False","False"
"1","1","Lumra, Bellow of the Woods","blb","Near Mint","French","foil","","2024-08-28 18:53:49.360000","183","False","False"
"1","1","Lunar Convocation","blb","Near Mint","French","","","2024-08-28 18:30:20.937000","223","False","False"
"1","1","Moonrise Cleric","blb","Near Mint","French","foil","","2024-08-28 18:34:35.627000","226","False","False"
"1","1","Mudflat Village","blb","Near Mint","French","","","2024-08-28 19:33:23.503000","257","False","False"
"1","1","Patchwork Banner","blb","Near Mint","French","","","2024-08-28 17:36:53.400000","247","False","False"
"1","1","Pawpatch Formation","blb","Near Mint","French","","","2024-08-28 19:15:42.437000","186","False","False"
"1","1","Peerless Recycling","blb","Near Mint","French","","","2024-08-28 18:55:35.940000","188","False","False"
"1","1","Persistent Marshstalker","blb","Near Mint","French","","","2024-08-28 19:27:27.277000","104","False","False"
"1","1","Plumecreed Mentor","blb","Near Mint","French","","","2024-08-28 17:42:40.340000","228","False","False"
"1","1","Polliwallop","blb","Near Mint","French","","","2024-08-28 18:55:11.363000","189","False","False"
"1","1","Pond Prophet","blb","Near Mint","French","","","2024-08-28 18:33:44.263000","229","False","False"
"1","1","Psychic Whorl","blb","Near Mint","French","","","2024-08-28 19:31:48.170000","105","False","False"
"1","1","Ral, Crackling Wit","blb","Near Mint","French","","","2024-08-28 17:40:30.667000","230","False","False"
"1","1","Ravine Raider","blb","Near Mint","French","","","2024-08-28 19:29:11.630000","106","False","False"
"1","1","Rust-Shield Rampager","blb","Near Mint","French","","","2024-08-28 18:56:34.720000","190","False","False"
"1","1","Ruthless Negotiation","blb","Near Mint","French","","","2024-08-28 19:27:47.017000","108","False","False"
"1","1","Savor","blb","Near Mint","French","","","2024-08-28 19:28:21.910000","109","False","False"
"1","1","Scales of Shale","blb","Near Mint","French","","","2024-08-28 19:31:12.653000","110","False","False"
"1","1","Season of Gathering","blb","Near Mint","French","foil","","2024-08-28 18:54:09.827000","192","False","False"
"1","1","Seedglaive Mentor","blb","Near Mint","French","","","2024-08-28 18:33:30.273000","231","False","False"
"1","1","Seedpod Squire","blb","Near Mint","French","","","2024-08-28 17:43:31.697000","232","False","False"
"1","1","Sinister Monolith","blb","Near Mint","French","foil","","2024-08-28 19:29:53.317000","113","False","False"
"1","1","Starforged Sword","blb","Near Mint","French","","","2024-08-28 17:38:33.340000","249","False","False"
"1","1","Stargaze","blb","Near Mint","French","","","2024-08-28 19:31:37.477000","114","False","False"
"1","1","Starlit Soothsayer","blb","Near Mint","French","","","2024-08-28 19:29:01.343000","115","False","False"
"1","1","Stickytongue Sentinel","blb","Near Mint","French","","","2024-08-28 19:15:52.257000","193","False","False"
"1","1","Stormcatch Mentor","blb","Near Mint","French","","","2024-08-28 18:31:03.070000","234","False","False"
"1","1","Sunshower Druid","blb","Near Mint","French","foil","","2024-08-28 18:57:35.243000","195","False","False"
"1","1","Swamp","blb","Near Mint","French","","","2024-08-28 19:33:39.483000","272","False","False"
"1","1","Tangle Tumbler","blb","Near Mint","French","","","2024-08-28 17:37:33.887000","250","False","False"
"1","1","Thornplate Intimidator","blb","Near Mint","French","","","2024-08-28 19:28:00.843000","117","False","False"
"1","1","Thought-Stalker Warlock","blb","Near Mint","French","","","2024-08-28 19:30:45.527000","118","False","False"
"1","1","Three Tree Mascot","blb","Near Mint","French","","","2024-08-28 17:38:50.133000","251","False","False"
"1","1","Three Tree Rootweaver","blb","Near Mint","French","","","2024-08-28 18:53:34.493000","198","False","False"
"1","1","Treeguard Duo","blb","Near Mint","French","","","2024-08-28 18:58:25.680000","200","False","False"
"1","1","Treetop Sentries","blb","Near Mint","French","","","2024-08-28 19:16:53.880000","201","False","False"
"1","1","Uncharted Haven","blb","Near Mint","French","","","2024-08-28 17:39:23.940000","261","False","False"
"1","1","Valley Mightcaller","blb","Near Mint","French","","","2024-08-28 19:16:44.203000","202","False","False"
"1","1","Veteran Guardmouse","blb","Near Mint","French","","","2024-08-28 17:44:23.773000","237","False","False"
"1","1","Vinereap Mentor","blb","Near Mint","French","","","2024-08-28 18:34:20.940000","238","False","False"
"1","1","Wandertale Mentor","blb","Near Mint","French","","","2024-08-28 17:41:09.300000","240","False","False"